Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)
ENSG00000207590	1	218357818	218357927
ENSG00000211583	X	151312549	151312657
ENSG00000212339	18	45594729	45594811
ENSG00000207811	11	110888873	110888956
ENSG00000221039	22	18616657	18616734
ENSG00000221552	5	154045529	154045614
ENSG00000222847	NT_113932	58669	58859
ENSG00000217608	6	74056847	74057706
ENSG00000196977	19	63607435	63610475
ENSG00000214117	7	138724466	138728254
ENSG00000220498	7	23727455	23727926
ENSG00000171943	1	120808677	120832672
ENSG00000220194	2	47878469	47878734
ENSG00000219448	6	157918107	157923297
ENSG00000198191	6	73821541	73822301
ENSG00000220183	9	6266465	6266969
ENSG00000217939	2	46084585	46084952
ENSG00000217249	6	73752757	73754194
ENSG00000218427	6	30081877	30082872
ENSG00000219526	7	22870018	22887494
ENSG00000207688	17	62898067	62898163
ENSG00000221394	5	179157884	179157952
ENSG00000199156	15	61950182	61950271
ENSG00000198579	3	195700704	195703392
ENSG00000218509	9	6185934	6187470
ENSG00000218732	6	73083023	73083860
ENSG00000176882	13	49092451	49092785
ENSG00000220769	9	32323455	32324352
ENSG00000203554	6	3958988	3959585
ENSG00000219646	c6_QBL	31711958	31712231
ENSG00000196377	4	6923165	6923454
ENSG00000218016	6	28263807	28265189
ENSG00000220249	1	23609912	23611232
ENSG00000181791	16	1055300	1056350
ENSG00000217385	6	4647696	4649012
ENSG00000214179	5	10594568	10594807
ENSG00000220305	6	160053823	160055007
ENSG00000209660	13	47901406	47901611
ENSG00000173534	7	22779790	22780137
ENSG00000217751	6	28172868	28173126
ENSG00000219554	9	5845781	5846426
ENSG00000219178	1	29687292	29695992
ENSG00000216819	6	3122277	3124997
ENSG00000218501	1	245315314	245315992
ENSG00000207746	4	83893514	83893607
ENSG00000199035	5	167920475	167920560
ENSG00000206768	14	68680322	68680423
ENSG00000201865	6	86444026	86444095
ENSG00000207550	19	56887677	56887746
ENSG00000217739	9	31634578	31635158
ENSG00000170629	7	102594819	102708093
ENSG00000211685	22	21594766	21595085
ENSG00000211684	22	21593570	21593607
ENSG00000211683	22	21591707	21592030
ENSG00000220239	c6_QBL	30286946	30288770
ENSG00000211682	22	21590336	21590373
ENSG00000211681	22	21586443	21586478
ENSG00000211680	22	21582740	21582775
ENSG00000211679	22	21578512	21578831
ENSG00000217626	c6_QBL	29684473	29685400
ENSG00000218560	9	5346312	5346525
ENSG00000197727	16	631040	631689
ENSG00000207732	4	20138996	20139105
ENSG00000203569	6	1562524	1563004
ENSG00000196674	16	593556	593905
ENSG00000218914	c6_QBL	30566686	30568215
ENSG00000211678	22	21577168	21577209
ENSG00000211677	22	21573156	21573475
ENSG00000184100	3	161301172	161303355
ENSG00000222619	14	49399021	49399317
ENSG00000199663	17	18956459	18956674
ENSG00000200624	1	226823817	226823935
ENSG00000199593	14	100508193	100508267
ENSG00000221652	1	141595048	141595130
ENSG00000221092	17	7750165	7750303
ENSG00000207608	14	100419069	100419165
ENSG00000201321	1	226830518	226830636
ENSG00000202566	X	73354937	73355021
ENSG00000212474	X	24672479	24672608
ENSG00000211532	19	58921988	58922052
ENSG00000201143	15	23043585	23043666
ENSG00000199150	3	52277332	52277419
ENSG00000207944	4	38546048	38546143
ENSG00000207966	1	206041820	206041907
ENSG00000201689	14	100526181	100526250
ENSG00000207727	11	64968505	64968604
ENSG00000221510	7	101833194	101833307
ENSG00000218562	9	31495944	31496613
ENSG00000220049	6	29044886	29046216
ENSG00000211574	14	100388480	100388577
ENSG00000200949	15	23025207	23025288
ENSG00000222965	14	77083664	77083965
ENSG00000207619	5	168623183	168623276
ENSG00000207632	6	126847470	126847552
ENSG00000211676	22	21571798	21571839
ENSG00000211675	22	21567555	21567874
ENSG00000221767	10	105144000	105144148
ENSG00000202364	17	19031922	19032137
ENSG00000207950	20	56826065	56826144
ENSG00000207568	14	103653495	103653604
ENSG00000221203	1	68421789	68421881
ENSG00000203796	10	124633285	124638116
ENSG00000198981	7	130212046	130212109
ENSG00000208003	15	78921374	78921469
ENSG00000211674	22	21565961	21566002
ENSG00000217299	7	16215095	16215415
ENSG00000211673	22	21553092	21553572
ENSG00000211672	22	21543718	21544214
ENSG00000202499	15	23032325	23032406
ENSG00000211671	22	21495315	21495783
ENSG00000211670	22	21491622	21492252
ENSG00000201634	15	23066023	23066098
ENSG00000222989	17	18684656	18684956
ENSG00000211669	22	21484279	21484778
ENSG00000211668	22	21465022	21465492
ENSG00000176584	10	124506200	124547151
ENSG00000211667	22	21444326	21445075
ENSG00000221215	NT_113951	55313	55395
ENSG00000221667	20	30289259	30289311
ENSG00000221319	20	28250823	28250961
ENSG00000211666	22	21431230	21431700
ENSG00000202560	14	100583411	100583488
ENSG00000211665	22	21419908	21420408
ENSG00000211664	22	21407108	21407577
ENSG00000207626	2	232745607	232745701
ENSG00000200229	17	18905950	18906165
ENSG00000200530	19	54692789	54692875
ENSG00000211663	22	21393148	21393640
ENSG00000211662	22	21384904	21385692
ENSG00000211661	22	21376814	21377304
ENSG00000207152	17	7421997	7422133
ENSG00000211660	22	21370436	21370906
ENSG00000221661	15	100318185	100318322
ENSG00000207702	15	29144527	29144636
ENSG00000221371	10	14518581	14518666
ENSG00000211659	22	21359233	21359745
ENSG00000217019	6	116205090	116207531
ENSG00000207245	15	22902761	22902843
ENSG00000211658	22	21340796	21341278
ENSG00000216306	12	93752123	93753023
ENSG00000216099	14	100583991	100584069
ENSG00000211657	22	21267037	21267526
ENSG00000211656	22	21260684	21261159
ENSG00000179449	15	21440233	21441823
ENSG00000220187	9	31495278	31495941
ENSG00000219669	6	71841988	71842799
ENSG00000209605	13	44808452	44808581
ENSG00000217773	c6_COX	29819794	29820216
ENSG00000217786	6	80093004	80093643
ENSG00000219972	1	42809214	42809621
ENSG00000211655	22	21116336	21116803
ENSG00000211654	22	21111881	21112371
ENSG00000211653	22	21094149	21094614
ENSG00000211652	22	21079390	21079827
ENSG00000211651	22	21065249	21065716
ENSG00000211650	22	21060383	21060874
ENSG00000211649	22	21054016	21054455
ENSG00000216759	7	15707585	15707902
ENSG00000211648	22	21042143	21042610
ENSG00000211647	22	21037289	21037781
ENSG00000211646	22	21027576	21028086
ENSG00000211645	22	21011709	21012174
ENSG00000211644	22	21006864	21007325
ENSG00000211643	22	21003021	21003581
ENSG00000219764	1	554305	554676
ENSG00000211642	22	20899197	20899661
ENSG00000211641	22	20886069	20886555
ENSG00000211640	22	20880199	20880676
ENSG00000211639	22	20846591	20847074
ENSG00000211638	22	20783171	20783622
ENSG00000211637	22	20715392	20715870
ENSG00000218539	6	29290992	29291935
ENSG00000217921	9	5302026	5302269
ENSG00000220884	6	129291837	129292827
ENSG00000185785	15	19915066	19915749
ENSG00000217512	6	79834128	79834574
ENSG00000203612	15	19620671	19621307
ENSG00000209705	20	9954565	9954816
ENSG00000220913	6	161246792	161254660
ENSG00000002079	7	98708860	98733543
ENSG00000219426	2	30822814	30823071
ENSG00000220251	5	132306523	132308641
ENSG00000219310	1	23869371	23876985
ENSG00000221369	4	148485231	148485319
ENSG00000201785	6	31612130	31612205
ENSG00000203988	9	139790812	139803508
ENSG00000183504	4	1931566	1931911
ENSG00000214301	3	134692336	134693097
ENSG00000183444	7	97433838	97439561
ENSG00000220962	6	28807773	28808660
ENSG00000219418	6	30542208	30543750
ENSG00000205014	16	87826786	87828005
ENSG00000216509	c6_COX	33167649	33179786
ENSG00000180211	6	40034131	40034550
ENSG00000216974	2	38312214	38312960
ENSG00000216752	1	240595114	240595747
ENSG00000204732	2	89209304	89210080
ENSG00000219227	5	141926449	141926825
ENSG00000217767	6	71501096	71501387
ENSG00000220516	2	89273103	89273355
ENSG00000216639	6	105852717	105853463
ENSG00000216312	1	43124855	43127025
ENSG00000217198	9	5183339	5183558
ENSG00000203601	14	23081615	23082093
ENSG00000217634	1	26718432	26719328
ENSG00000219253	6	78262555	78263107
ENSG00000218577	6	112607	115631
ENSG00000219085	6	70471900	70472773
ENSG00000216786	1	23904878	23906011
ENSG00000221227	4	183327440	183327525
ENSG00000212443	12	97517544	97517792
ENSG00000217613	9	31243899	31244775
ENSG00000213932	19	41604279	41605529
ENSG00000187536	2	25886298	25887029
ENSG00000219975	9	31155616	31156978
ENSG00000198406	3	117847282	117847942
ENSG00000207572	X	133131074	133131148
ENSG00000216101	6	30660088	30660173
ENSG00000207605	3	49033055	49033146
ENSG00000214424	15	95101533	95102821
ENSG00000216590	6	31363266	31364720
ENSG00000217336	2	89376105	89376327
ENSG00000220484	9	5100913	5102842
ENSG00000219275	1	28189234	28189622
ENSG00000216818	9	5099496	5100762
ENSG00000186704	7	76469431	76483049
ENSG00000205485	7	76016614	76018755
ENSG00000214867	21	36589336	36589873
ENSG00000221421	19	58883547	58883633
ENSG00000207421	1	45016649	45016717
ENSG00000221628	2	207842244	207842393
ENSG00000207982	6	119431911	119432007
ENSG00000207389	1	16939598	16939761
ENSG00000218578	1	50637084	50638032
ENSG00000218458	1	245466793	245467882
ENSG00000217706	9	5097937	5099290
ENSG00000220203	1	238372593	238375312
ENSG00000217182	2	33134904	33141684
ENSG00000217553	1	45196816	45197654
ENSG00000216456	2	89251374	89251811
ENSG00000220503	1	45884075	45884456
ENSG00000206034	8	7157778	7164883
ENSG00000170827	9	134947760	134950256
ENSG00000177306	8	7091658	7093284
ENSG00000220517	6	25131499	25132667
ENSG00000218834	6	69364817	69365006
ENSG00000220102	2	62613222	62613698
ENSG00000180850	10	91442390	91447665
ENSG00000218964	9	5090236	5091009
ENSG00000207948	16	65793725	65793799
ENSG00000218941	1	36480086	36480344
ENSG00000203559	8	6679725	6680289
ENSG00000216387	6	30070193	30071070
ENSG00000187103	6	146534221	146534676
ENSG00000220730	6	76352556	76352934
ENSG00000219881	6	70512484	70513464
ENSG00000216748	7	12512158	12513629
ENSG00000163328	2	175004621	175060068
ENSG00000167555	19	57592933	57647004
ENSG00000156976	3	187984055	187990377
ENSG00000118689	6	108987719	109112664
ENSG00000149397	11	118460797	118469469
ENSG00000198598	12	130878891	130902269
ENSG00000177169	12	130945232	130973649
ENSG00000177885	17	70825752	70913385
ENSG00000203801	6	109179552	109197014
ENSG00000115935	2	175132549	175255873
ENSG00000213803	19	57648678	57653219
ENSG00000118690	6	109276312	109402045
ENSG00000143418	1	149204273	149214064
ENSG00000188486	11	118469799	118471369
ENSG00000163918	3	187990378	188006984
ENSG00000221895	19	57648641	57711943
ENSG00000172269	11	118472424	118484251
ENSG00000198482	19	57722717	57759529
ENSG00000177192	12	130979742	130994355
ENSG00000080546	6	109414340	109521970
ENSG00000177728	17	70964317	71007758
ENSG00000167562	19	57765340	57779861
ENSG00000220181	6	154912343	154913068
ENSG00000218437	6	45173734	45174975
ENSG00000219722	6	76266141	76266572
ENSG00000219891	6	28168305	28168598
ENSG00000213595	2	37897562	37898608
ENSG00000217482	6	135999043	135999544
ENSG00000219513	2	89797943	89798721
ENSG00000217680	6	76231559	76232006
ENSG00000217811	6	65397819	65398296
ENSG00000219332	6	65499813	65500451
ENSG00000200370	1	226848410	226848528
ENSG00000206942	7	44991502	44991634
ENSG00000207769	6	45273389	45273485
ENSG00000207581	9	130046821	130046930
ENSG00000217027	6	144563277	144563795
ENSG00000214584	10	81641576	81642774
ENSG00000219357	3	19956765	19959806
ENSG00000219910	c6_COX	30110662	30111665
ENSG00000204437	10	81620111	81624732
ENSG00000216737	7	10482733	10483030
ENSG00000220075	1	28652618	28653031
ENSG00000217255	1	36318508	36319510
ENSG00000219471	1	27939052	27939727
ENSG00000214428	6	104580108	104581331
ENSG00000203599	4	161867	162336
ENSG00000178067	4	191238151	191240721
ENSG00000217878	6	165450674	165450902
ENSG00000184521	2	11365602	11366518
ENSG00000214449	6	90129129	90129537
ENSG00000214555	15	81191706	81368906
ENSG00000218483	6	75376885	75377151
ENSG00000214544	7	72294838	72332082
ENSG00000186301	1	16843841	16849428
ENSG00000216854	6	56843948	56844502
ENSG00000217684	6	141124359	141125089
ENSG00000216538	2	48713503	48713996
ENSG00000080947	1	16666518	16691691
ENSG00000216644	c6_COX	30801704	30802433
ENSG00000219982	6	26974469	26975355
ENSG00000219147	6	25260753	25261725
ENSG00000216954	2	89158621	89159395
ENSG00000220514	6	154031417	154031686
ENSG00000214487	12	50787383	50788293
ENSG00000217514	6	163704232	163704485
ENSG00000217441	c6_COX	30464114	30464747
ENSG00000217023	c6_QBL	33428834	33428935
ENSG00000211889	14	22086287	22089447
ENSG00000211888	14	22083822	22083882
ENSG00000211887	14	22082857	22082920
ENSG00000211886	14	22081962	22082023
ENSG00000218602	1	236337659	236338490
ENSG00000211885	14	22080982	22081044
ENSG00000211884	14	22079030	22079089
ENSG00000217485	1	236177926	236179066
ENSG00000211883	14	22077856	22077917
ENSG00000212678	1	559619	560165
ENSG00000211882	14	22076407	22076465
ENSG00000211881	14	22074932	22074991
ENSG00000218334	2	32280173	32282572
ENSG00000211880	14	22074342	22074402
ENSG00000211879	14	22072285	22072348
ENSG00000211878	14	22071292	22071351
ENSG00000211877	14	22070729	22070788
ENSG00000218755	1	235211262	235211631
ENSG00000211876	14	22069866	22069928
ENSG00000211875	14	22069118	22069169
ENSG00000211874	14	22068420	22068481
ENSG00000211873	14	22067327	22067386
ENSG00000211872	14	22065652	22065714
ENSG00000211871	14	22064460	22064525
ENSG00000219603	1	236498417	236498518
ENSG00000211870	14	22064073	22064132
ENSG00000211869	14	22063136	22063192
ENSG00000211868	14	22062413	22062467
ENSG00000218598	1	237006972	237009123
ENSG00000211867	14	22060856	22060918
ENSG00000211866	14	22059234	22059296
ENSG00000211865	14	22058787	22058849
ENSG00000216216	1	236179137	236179657
ENSG00000211864	14	22057632	22057689
ENSG00000220530	2	89571354	89571624
ENSG00000211863	14	22057264	22057323
ENSG00000219089	1	21633398	21636638
ENSG00000211862	14	22055091	22055149
ENSG00000211860	14	22052761	22052820
ENSG00000211861	14	22054441	22054506
ENSG00000211859	14	22051674	22051730
ENSG00000211858	14	22049791	22049847
ENSG00000211857	14	22048165	22048230
ENSG00000216613	6	136782685	136783258
ENSG00000211856	14	22047427	22047483
ENSG00000219264	1	236179659	236181459
ENSG00000211855	14	22046491	22046548
ENSG00000211854	14	22045469	22045527
ENSG00000211852	14	22042575	22042637
ENSG00000211853	14	22043936	22043995
ENSG00000211851	14	22041055	22041116
ENSG00000214676	4	169913542	169914112
ENSG00000211850	14	22040425	22040487
ENSG00000220154	6	80044541	80044863
ENSG00000211849	14	22038512	22038572
ENSG00000211848	14	22036482	22036543
ENSG00000211847	14	22035712	22035777
ENSG00000211846	14	22034736	22034789
ENSG00000211845	14	22033646	22033708
ENSG00000211844	14	22032751	22032816
ENSG00000211843	14	22032229	22032291
ENSG00000211842	14	22031678	22031734
ENSG00000218189	6	58371694	58374340
ENSG00000211841	14	22029319	22029381
ENSG00000211840	14	22028316	22028371
ENSG00000211839	14	22027421	22027480
ENSG00000217047	2	7793227	7793365
ENSG00000211838	14	22025056	22025124
ENSG00000218347	6	27598834	27600097
ENSG00000211837	14	22021833	22021898
ENSG00000216859	6	63228804	63229367
ENSG00000205584	7	72078150	72081173
ENSG00000211836	14	22021116	22021175
ENSG00000211835	14	22018350	22018411
ENSG00000211834	14	22017701	22017763
ENSG00000211833	14	22016536	22016598
ENSG00000211832	14	22015383	22015435
ENSG00000211831	14	22014146	22014204
ENSG00000211830	14	22007873	22008446
ENSG00000211829	14	22001764	22003154
ENSG00000211828	14	21997930	21997988
ENSG00000211827	14	21995521	21995574
ENSG00000211826	14	21994081	21994128
ENSG00000211825	14	21988921	21988971
ENSG00000211824	14	21987945	21987957
ENSG00000211823	14	21977839	21977849
ENSG00000211822	14	21977379	21977386
ENSG00000211821	14	21961377	21961873
ENSG00000211820	14	21858460	21858963
ENSG00000211819	14	21852762	21853191
ENSG00000211818	14	21841779	21842278
ENSG00000211817	14	21818874	21819471
ENSG00000216687	6	58505956	58507411
ENSG00000211816	14	21809694	21810286
ENSG00000211815	14	21764497	21764989
ENSG00000211814	14	21759632	21760211
ENSG00000217862	6	27882815	27883093
ENSG00000211813	14	21745270	21745865
ENSG00000211812	14	21740317	21741102
ENSG00000211811	14	21706165	21706724
ENSG00000177699	15	77058286	77065323
ENSG00000211810	14	21701085	21701606
ENSG00000211809	14	21685886	21686427
ENSG00000067601	7	66389963	66404852
ENSG00000211808	14	21670355	21670834
ENSG00000211807	14	21661325	21662083
ENSG00000219789	1	1873	3533
ENSG00000211806	14	21650216	21650824
ENSG00000211805	14	21643460	21643963
ENSG00000220502	2	89856035	89856733
ENSG00000211804	14	21634167	21634736
ENSG00000211803	14	21624569	21625078
ENSG00000211802	14	21608793	21609311
ENSG00000211801	14	21590620	21591155
ENSG00000218813	6	64565041	64565883
ENSG00000211800	14	21578749	21579239
ENSG00000211799	14	21545708	21546260
ENSG00000211798	14	21541290	21541750
ENSG00000218048	6	64208630	64211444
ENSG00000217078	6	16271587	16271972
ENSG00000216364	6	16279816	16280241
ENSG00000211797	14	21535765	21536247
ENSG00000211796	14	21528575	21529017
ENSG00000217477	6	63960922	63961495
ENSG00000219940	6	63995347	63995596
ENSG00000217492	1	244985436	244985757
ENSG00000211795	14	21516759	21517200
ENSG00000218772	6	134966395	134967532
ENSG00000220960	6	89826066	89826547
ENSG00000211794	14	21503576	21504135
ENSG00000219813	1	35588910	35589795
ENSG00000164669	7	64239055	64298458
ENSG00000211793	14	21479209	21479688
ENSG00000211792	14	21462154	21462667
ENSG00000214602	2	48995905	48997230
ENSG00000211791	14	21456273	21456771
ENSG00000211790	14	21432581	21433054
ENSG00000216496	1	243353388	243354375
ENSG00000211789	14	21425979	21426520
ENSG00000216553	1	234515899	234516883
ENSG00000211788	14	21406883	21407386
ENSG00000218596	6	157339120	157339895
ENSG00000209486	13	29753902	29754006
ENSG00000219704	c6_QBL	32770065	32771001
ENSG00000220872	2	51591700	51592125
ENSG00000211787	14	21390575	21391023
ENSG00000211786	14	21384784	21385243
ENSG00000211785	14	21379262	21379796
ENSG00000211784	14	21363512	21364079
ENSG00000211783	14	21349514	21349989
ENSG00000219095	6	56249286	56249553
ENSG00000217470	1	238400078	238401214
ENSG00000211782	14	21335431	21335898
ENSG00000211781	14	21321050	21321560
ENSG00000211780	14	21306633	21307160
ENSG00000211779	14	21287314	21287829
ENSG00000211778	14	21274341	21275104
ENSG00000211777	14	21261976	21262408
ENSG00000211776	14	21250394	21250906
ENSG00000217166	1	235049557	235050436
ENSG00000211775	14	21181033	21181646
ENSG00000211774	14	21159897	21160560
